iter	MAPE	RMSE
134	0.2658073916	1.076917593
135	0.2647810044	1.072868656
136	0.2631218182	1.061295011
137	0.2622920756	1.054845871
138	0.2613185638	1.049997812
139	0.2596625623	1.04254977
140	0.2585043994	1.035616427
141	0.2574743907	1.030469935
142	0.2570218998	1.025739942
143	0.2567854498	1.021341503
144	0.2555846459	1.01160195
145	0.2549349775	1.003100496
146	0.2543637732	0.9966365095
147	0.2533306739	0.991640771
148	0.2518631621	0.9855255909
149	0.2504004143	0.9758493076
150	0.2497363274	0.9676338762
151	0.249280383	0.9566777183
152	0.2482334715	0.9500961264
153	0.2474509364	0.9447507589
154	0.2461601353	0.9406762289
155	0.2457255353	0.9343413426
156	0.2450772076	0.9275391974
157	0.2442181983	0.9186476916
158	0.2437462239	0.9116415358
159	0.243349206	0.9009656182
160	0.2432193331	0.8970297389
161	0.2426726188	0.8923688383
162	0.2418072263	0.8861297368
163	0.2410070625	0.8821319036
164	0.2403954064	0.8772325883
165	0.239216209	0.871264132
166	0.2385137915	0.8646499658
167	0.2381932758	0.8605624623
168	0.236517573	0.8563409665
169	0.2360522423	0.853913066
170	0.2352121548	0.8465493605
171	0.2342656036	0.8394612137
172	0.2333177399	0.8337231035
173	0.2329037154	0.8283795645
174	0.2321513898	0.8249678748
175	0.2313926168	0.8201136199
176	0.2300488092	0.8109570386
177	0.2296575567	0.8069249487
178	0.2290526781	0.8002539461
179	0.2282361181	0.7936103309
180	0.2277675444	0.7880611395
181	0.2271149068	0.7815609104
182	0.2258461819	0.775016706
183	0.2251652366	0.7674355251
184	0.2241025428	0.7590237521
185	0.2229069143	0.7536468094
186	0.2217597002	0.7469198075
187	0.2207313201	0.7416645676
188	0.2198891972	0.736613745
189	0.219421912	0.729678329
190	0.2189904278	0.7264411384
191	0.219009486	0.7231834023
192	0.2184373539	0.7170294339
193	0.2173098682	0.7093860722
194	0.2160920546	0.7030714427
195	0.2150336801	0.6971160606
196	0.2145324887	0.693232975
197	0.2137745369	0.6888364815
198	0.2135964251	0.6835415202
199	0.2130036176	0.6786052322
200	0.2122117346	0.6729517388
201	0.2119039597	0.6698484781
202	0.2113027647	0.6652407622
203	0.2100636169	0.6612098612
204	0.2094603628	0.6560767229
205	0.2080961531	0.6517039048
206	0.2077911745	0.6483005045
207	0.2072753635	0.6447773806
208	0.2066583394	0.6401988687
209	0.205934434	0.6377519547
210	0.2057491064	0.6341735012
211	0.2055385392	0.6322207488
212	0.2052088628	0.6282732324
213	0.2045410436	0.6245446768
214	0.2033946496	0.6202044529
215	0.2026875715	0.6161148617
216	0.2019676095	0.6120703613
217	0.2017380897	0.6084625698
218	0.2011133098	0.6059781727
219	0.2007048926	0.6022191211
220	0.1998297784	0.5983137425
221	0.1995680862	0.5948945352
222	0.1984964577	0.5913366148
223	0.198457305	0.5886953916
224	0.1981078645	0.5847850452
225	0.1966710345	0.5812229802
226	0.1962580281	0.5798406489
227	0.1957226979	0.5770765089
228	0.1951618054	0.573521773
229	0.1944733841	0.5692672982
230	0.1940860645	0.5672251452
231	0.1934500496	0.5643561237
232	0.1931631658	0.5598696286
233	0.192333444	0.5570894939
234	0.191597917	0.5539407048
235	0.1913940249	0.5509147503
236	0.1905069953	0.5478955455
237	0.1900092892	0.5440058061
238	0.1891436961	0.5410559056
239	0.1888498534	0.5384415175
240	0.1885071507	0.5359639172
241	0.1875845835	0.5334688457
242	0.1872567227	0.5308959294
243	0.1864730678	0.5279374374
244	0.1852177972	0.5249188057
245	0.1844736381	0.5227097245
246	0.1837654571	0.5201289177
247	0.1830471388	0.5170894817
248	0.1825703756	0.5150468675
249	0.1821807792	0.5118535539
250	0.1817411843	0.5097535956
251	0.1811244774	0.5070726258
252	0.1803860044	0.5045779283
253	0.1800155989	0.5022591982
254	0.179246928	0.5000302088
255	0.1788106751	0.4974532251
256	0.1780066241	0.4949022974
257	0.1771938367	0.4921615725
258	0.1763527464	0.4894643663
259	0.1754510365	0.4866134865
260	0.1747725986	0.4840206963
261	0.174031086	0.481352673
262	0.1731152485	0.4789170616
263	0.1723677934	0.4765701272
264	0.1717171509	0.4750271005
265	0.1715306769	0.4734830638
266	0.1709718138	0.4711724904
267	0.170493885	0.4696076536
268	0.1703384809	0.4684890827
269	0.1700608672	0.4664990011
270	0.1692321598	0.4647745933
271	0.1686876978	0.4625186386
272	0.168489719	0.4605648171
273	0.1678725348	0.4585169788
274	0.1673793531	0.456462856
275	0.1669082808	0.4544151051
276	0.1666460349	0.4524537176
277	0.1661914558	0.450215783
278	0.1653617841	0.4479097395
279	0.1649555017	0.4464619782
280	0.1642793104	0.443880121
281	0.1634147208	0.4417365832
282	0.1625057905	0.4385392937
283	0.1618359824	0.4365809889
284	0.1613396202	0.43471978
285	0.1608476371	0.4328948525
286	0.1604787034	0.4313421506
287	0.1598821718	0.4295231182
288	0.1598319514	0.4277233379
289	0.1594891345	0.4258177503
290	0.1590756819	0.42408181
291	0.1589537125	0.4220492377
292	0.1587359597	0.4205927891
293	0.1582668335	0.4188774125
294	0.157533129	0.4173481637
295	0.1566326016	0.4149509738
296	0.1563434973	0.4129013734
297	0.155590022	0.4106430333
298	0.1548620227	0.4092574112
299	0.1546284309	0.4081870345
300	0.1543095177	0.4061957188
301	0.1537054073	0.4041006841
302	0.1533186515	0.4028461344
303	0.1528462722	0.4014838616
304	0.1524398302	0.3998088101
305	0.151888966	0.3979835948
306	0.1515484971	0.3965513166
307	0.151357115	0.3946566574
308	0.1508507558	0.3933926973
309	0.1501744461	0.3916172858
310	0.1501278074	0.3904594385
311	0.149518318	0.3888315691
312	0.1487304389	0.3865215752
313	0.1484689615	0.3849948974
314	0.1480787461	0.3839550003
315	0.1479796683	0.3827397499
316	0.1472399718	0.3806779574
317	0.1467663029	0.3795768422
318	0.1465621848	0.3785485639
319	0.1462125026	0.377137827
320	0.1455085129	0.3755226876
321	0.14515814	0.374114083
322	0.1444753201	0.3722938281
323	0.1441774835	0.3708409037
324	0.1433848082	0.3689856353
325	0.1429618288	0.367686878
326	0.1429115367	0.3669348952
327	0.1425036342	0.365854856
328	0.1421070087	0.3646821065
329	0.1416712934	0.3634049573
330	0.1411421456	0.3619748597
331	0.1408599737	0.3605804461
332	0.1401258671	0.358708378
333	0.1395623941	0.3572560856
334	0.1389500176	0.3555650174
335	0.1387141913	0.3539123136
336	0.1383899033	0.3526205769
337	0.1380407669	0.3518804617
338	0.1378006934	0.3503993057
339	0.137354927	0.3491465697
340	0.1372119343	0.348425128
341	0.1367853832	0.347179476
342	0.1367970738	0.3463564312
343	0.1366323008	0.3449716805
344	0.1361899306	0.3436141823
345	0.1356086559	0.342356165
346	0.135239048	0.3412669991
347	0.1348609652	0.3403339241
348	0.134550085	0.339000438
349	0.133938235	0.3374212695
350	0.1332153052	0.3360147939
351	0.1330551175	0.335417709
352	0.1324412792	0.3339173631
353	0.1323919492	0.3330297922
354	0.1319938007	0.3317397448
355	0.1319272201	0.3310661983
356	0.1313420137	0.3297781614
357	0.1310931362	0.32834104
358	0.1304991946	0.3270569141
359	0.1301682301	0.32591123
360	0.1301565907	0.3251871607
361	0.1298725951	0.3243661579
362	0.1293847265	0.3230169401
363	0.1291491112	0.3218897226
364	0.1288693394	0.3210422161
365	0.1284407636	0.3199215549
366	0.1279895379	0.3185609195
367	0.1276684562	0.3174990756
368	0.1271142192	0.3163016398
369	0.1264156853	0.3146657865
370	0.12642393	0.3139183883
371	0.126245149	0.3126069392
372	0.1259801716	0.3117344222
373	0.1255832283	0.3108231269
374	0.1252537266	0.3097022239
375	0.1251030659	0.3090026175
376	0.1247547316	0.3081626733
377	0.1237092195	0.3066788418
378	0.1232876447	0.3058340515
379	0.1228517568	0.3046383515
380	0.122759016	0.3040366403
381	0.1224753995	0.3029751676
382	0.1221054716	0.301750155
383	0.1218759082	0.3007944094
384	0.1214715639	0.2994429969
385	0.1208217138	0.2977097661
386	0.1206753892	0.2966417845
387	0.1198783782	0.2951767023
388	0.1194678437	0.2938140584
389	0.1193406244	0.2930261431
390	0.1189603843	0.2919523731
391	0.118685168	0.2910357265
392	0.1183378154	0.2894706556
393	0.1179440894	0.2883391648
394	0.1174253649	0.2873557286
395	0.1171644823	0.2866546604
396	0.1165790216	0.2851566153
397	0.1161511748	0.2840167139
398	0.1157417836	0.2825395946
399	0.1152714731	0.2816388915
400	0.1148072739	0.2802162042
401	0.1144475041	0.2793887992
402	0.1140034051	0.2786334615
403	0.113789793	0.2778251836
404	0.1135082706	0.2766646271
405	0.1133007316	0.275625561
406	0.11312515	0.2748354229
407	0.1126639401	0.2740647043
408	0.1120741699	0.2723155094
409	0.1117763395	0.2714454941
410	0.1113096684	0.2698701715
411	0.1110080123	0.2684910856
412	0.1107959531	0.2675060743
413	0.1106949895	0.266464989
414	0.110308478	0.2652152142
415	0.1101033812	0.2639423513
416	0.1096402498	0.2630264565
417	0.1094500502	0.2622951643
418	0.1094620578	0.2616502434
419	0.1091272316	0.2607759857
420	0.1088392522	0.2599548431
421	0.1084999663	0.259174324
422	0.1083590311	0.25857511
423	0.1080043814	0.2577761266
424	0.1077668867	0.2572148408
425	0.1075372633	0.2563382574
426	0.1070528866	0.2551324478
427	0.1068805104	0.2545183608
428	0.1067634466	0.2542007243
429	0.1065095456	0.2531346525
430	0.1062040233	0.2520219276
431	0.1059875534	0.2513373543
432	0.1057140134	0.25060792
433	0.1052691461	0.2494008497
434	0.1051092078	0.2488323265
435	0.1047913811	0.2482537858
436	0.1044305285	0.2469664105
437	0.1040988121	0.2459208853
438	0.1037581885	0.2450106841
439	0.1034468188	0.2441611062
440	0.1031469136	0.2434692129
441	0.1029953457	0.24301885
442	0.1029129327	0.2423890612
443	0.1026268266	0.241541431
444	0.1023423486	0.2406548319
445	0.1019742961	0.2395800249
446	0.1018763419	0.2390619828
447	0.1013111527	0.2379937703
448	0.1011273391	0.2372988209
449	0.1008267671	0.2363806915
450	0.1006375705	0.2359457319
451	0.1002621368	0.235063101
452	0.1001675999	0.2344686912
453	0.09977387178	0.2334728391
454	0.09947046357	0.2326734799
455	0.09907155606	0.231356466
456	0.09869734208	0.2303372136
457	0.09861700939	0.2300084114
458	0.09841764276	0.2291563687
459	0.09829454703	0.2284683454
460	0.0981819102	0.2278153129
461	0.09770162671	0.2269072497
462	0.09758824248	0.2265364939
463	0.09736825335	0.2258790263
464	0.09706787018	0.2251239418
465	0.09698663415	0.2247156569
466	0.09670299894	0.2239907562
467	0.09659959577	0.2234141781
468	0.09621237035	0.2226910532
469	0.09613926089	0.22209796
470	0.09557731315	0.221084234
471	0.0953456596	0.2202132637
472	0.09518246812	0.2197584009
473	0.09464605296	0.2186155321
474	0.09413580825	0.2176746666
475	0.0939580018	0.2168519686
476	0.09368056093	0.2159319378
477	0.09359434299	0.2154083675
478	0.0934182281	0.2148700918
479	0.09317213261	0.2140283044
480	0.09289595246	0.2134082902
481	0.09263436331	0.2127841475
482	0.09219497636	0.2118115295
483	0.09186075298	0.2112852058
484	0.09178474468	0.2105964731
485	0.09145303718	0.2100313073
486	0.09136254791	0.2096807188
487	0.09106606406	0.2091185652
488	0.09085184095	0.2084952064
489	0.09051454115	0.2078967858
490	0.09020341734	0.2071528065
491	0.08999662744	0.2061844588
492	0.08984804159	0.2053178504
493	0.08954146515	0.2044996162
494	0.08953522563	0.2039995406
495	0.08935896299	0.2031841089
496	0.08910509025	0.2027246919
497	0.08905733491	0.2024411781
498	0.08901844698	0.2020402551
499	0.08885867374	0.2016086764
500	0.08868993692	0.2012470015
501	0.08841457403	0.2003654203
502	0.08832539033	0.1998840132
503	0.0880701208	0.1991697515
504	0.08787471263	0.1983960387
505	0.08751660963	0.1975794443
506	0.08729111713	0.1970497442
507	0.0869126194	0.1960592329
508	0.0868458923	0.1956318841
509	0.08646365115	0.1950219613
510	0.08614046294	0.1944863292
511	0.08605545854	0.1939065644
512	0.08569244344	0.1932056105
513	0.0856514858	0.192815448
514	0.08534118904	0.1923528407
515	0.0850946223	0.1918404987
516	0.08479601374	0.191358384
517	0.08459766805	0.1904699792
518	0.08447476313	0.1900856234
519	0.08445545289	0.1896844908
520	0.08433295198	0.1892540462
521	0.08427883451	0.1890483933
522	0.08409754759	0.1885474158
523	0.08394426177	0.1881095338
524	0.08375721239	0.1875070081
525	0.08348872051	0.1869769535
526	0.08329600586	0.1865167311
527	0.08313859217	0.1860579563
528	0.08312366857	0.1857027023
529	0.08295208606	0.1850466684
530	0.08260790018	0.1843919616
531	0.08250579547	0.1840984918
532	0.082335881	0.1837096031
533	0.08197334618	0.1829486911
534	0.08193329775	0.1825814572
535	0.08184771264	0.1822214551
536	0.0817764363	0.18183953
537	0.08140528745	0.1809732628
538	0.08108724149	0.1803837014
539	0.08075354647	0.1797637425
540	0.08067311224	0.1795583166
541	0.08046998026	0.1788362193
542	0.08009215485	0.1781608297
543	0.080039086	0.1778661643
544	0.08003109243	0.1774705278
545	0.07973403574	0.1767344276
546	0.07973885508	0.1764896885
547	0.0796519948	0.1759952986
548	0.07956419033	0.1757108634
549	0.07925736983	0.1751851576
550	0.07904752012	0.1745423493
551	0.07887988465	0.1738549999
552	0.0787148882	0.1734599927
553	0.07854814162	0.1731547604
554	0.07842345726	0.1727268193
555	0.07813973939	0.1721001325
556	0.07779073424	0.1713286329
557	0.07758268468	0.1708679954
558	0.07740920196	0.1703409944
559	0.07728705778	0.1700148838
560	0.07704283553	0.1695331263
561	0.07698429008	0.1692632861
562	0.07670025015	0.1687126733
563	0.07656228521	0.1684418422
564	0.07637313464	0.1679668553
565	0.07608608639	0.1671523374
566	0.07605084581	0.1666516331
567	0.075909841	0.1661964394
568	0.07565655786	0.1656353748
569	0.07562909034	0.1654225449
570	0.07560524883	0.1652159677
571	0.07529177903	0.1645448305
572	0.0750980018	0.1640600495
573	0.07499681439	0.1634101438
574	0.0748374303	0.1627714968
575	0.07473338152	0.1623616914
576	0.07472118024	0.1622193648
577	0.07451221236	0.1617009018
578	0.07426766886	0.161050287
579	0.07421672891	0.160675412
580	0.074061816	0.160230966
581	0.07375502925	0.1594781481
582	0.0736167219	0.1590356216
583	0.07351602969	0.1584720465
584	0.07312387288	0.1576906351
585	0.07284920004	0.1570243783
586	0.07272957821	0.1567026546
587	0.07264854069	0.1563714024
588	0.07252566082	0.1560035945
589	0.07234595239	0.1555600067
590	0.0720935457	0.1550743524
591	0.07203477202	0.1547268159
592	0.07182037458	0.1541638892
593	0.07167722678	0.1538483955
594	0.07152754549	0.1533024073
595	0.07147528875	0.1530676006
596	0.07121568188	0.1525965778
597	0.07106318009	0.1520999241
598	0.0709425191	0.1517875062
599	0.0707386885	0.15149194
600	0.07060599871	0.1510079437
601	0.07024144642	0.1502273347
602	0.07012335801	0.1497550081
603	0.06988737763	0.1491342757
604	0.06977367405	0.1487577149
605	0.06957773107	0.1483844293
606	0.06944029959	0.1479137432
607	0.06937355694	0.1475690084
608	0.06909993144	0.1471357827
609	0.06891222735	0.1467294982
610	0.06873473963	0.1463383834
611	0.06866488456	0.1461482779
612	0.06842601671	0.1457697647
613	0.06820047828	0.1454058756
614	0.06798423194	0.1450750312
615	0.06790222786	0.1446168324
616	0.0677350917	0.1443496998
617	0.06759252907	0.1440178193
618	0.06735493681	0.1435773469
619	0.06703733684	0.1430291153
620	0.06698322571	0.1427591634
621	0.06682842782	0.1422586158
622	0.06661343728	0.1418299318
623	0.06640125768	0.1413920703
624	0.06634581788	0.1411420263
625	0.06615331528	0.1406255908
626	0.06598167169	0.1403183907
627	0.06580532757	0.140018421
628	0.06569829959	0.1395562779
629	0.06546529095	0.1391742611
630	0.06533170972	0.1388360331
631	0.06518834683	0.1386282604
632	0.06498246449	0.138081967
633	0.06486595607	0.1377491947
634	0.06461064483	0.1371932732
635	0.06452348688	0.1368955782
636	0.06435614499	0.1366258861
637	0.0641492811	0.1361500219
638	0.06398561272	0.1359129397
639	0.06399006451	0.1355830585
640	0.06383492398	0.1351547726
641	0.06361942147	0.1346623334
642	0.0634248308	0.1342553743
643	0.06331672822	0.1336488951
644	0.06318817072	0.1333764092
645	0.06318865499	0.1332321498
646	0.06298411395	0.1328791554
647	0.06268935734	0.1322980865
648	0.06251679592	0.1318733065
649	0.06241830293	0.1315883923
650	0.06236205873	0.1312519101
651	0.06203717954	0.1306927157
652	0.06189365973	0.1302987871
653	0.06181782727	0.1299307258
654	0.06168492753	0.1296001461
655	0.06146966456	0.1291529842
656	0.06136803972	0.1289610772
657	0.06134776144	0.1288158443
658	0.0612125899	0.1284628936
659	0.06109470308	0.1281435298
660	0.06103624968	0.1278646066
661	0.06093724044	0.1276456048
662	0.06078677528	0.127246829
663	0.06068367332	0.1269746137
664	0.0606273429	0.1267287637
665	0.06058675795	0.1265119486
666	0.06041374839	0.1261576531
667	0.06026196532	0.1259456947
668	0.06017833709	0.1257274455
669	0.06003236285	0.1254844741
670	0.05990751402	0.1251943027
671	0.05981450991	0.1249253801
672	0.05960056042	0.124535689
673	0.05934718253	0.1242456242
674	0.05921943912	0.1239490743
675	0.05908677426	0.1235988558
676	0.0587959714	0.1230002033
677	0.05868148289	0.1227386868
678	0.05857430561	0.1224788179
679	0.058361753	0.121866955
680	0.05816984013	0.1213959479
681	0.05793884939	0.1208900719
682	0.05786996973	0.12050284
683	0.05782530085	0.1203571246
684	0.05769452002	0.1199853896
685	0.05758874032	0.1197222427
686	0.0575278079	0.1195010973
687	0.05734500377	0.1191044882
688	0.05712951839	0.1186574791
689	0.05700602846	0.1183955097
690	0.05695294622	0.1181320334
691	0.05681746703	0.1178217761
692	0.05665430452	0.1175126214
693	0.056382401	0.1171037444
694	0.05622726483	0.1167934878
695	0.0560520688	0.1164994554
696	0.05592870462	0.1162857699
697	0.05587891674	0.1161462221
698	0.05577582997	0.1158886352
699	0.05569617461	0.1157218933
700	0.05554887839	0.1154474044
701	0.05537572612	0.1151682606
702	0.05524645467	0.1149100725
703	0.05512371861	0.1144874313
704	0.05498295735	0.1142040105
705	0.05494103146	0.1141134462
706	0.0547684586	0.1136269514
707	0.05466577108	0.1132864441
708	0.05456012544	0.1130139238
709	0.0544529212	0.1127546921
710	0.05433255711	0.1124800925
711	0.05427675271	0.1122205247
712	0.05418278716	0.1118574078
713	0.05409671995	0.1115465565
714	0.0540298193	0.1113501181
715	0.05389117262	0.1111020791
716	0.05377113075	0.1108262344
717	0.05353021968	0.1104574485
718	0.05346611357	0.1102149693
719	0.0534421319	0.11002034
720	0.05333943079	0.1097619073
721	0.05321731581	0.1093915732
722	0.05310952487	0.1092352337
723	0.05292710291	0.1089271244
724	0.05280542155	0.1085257438
725	0.05276322052	0.1082487067
726	0.05260694079	0.1079810653
727	0.05255137461	0.1076502493
728	0.05228957509	0.1072074258
729	0.05218336287	0.1068022066
730	0.05208278929	0.1065545677
731	0.05197744778	0.1062574392
732	0.05188360088	0.1059330742
733	0.05162163351	0.1054925769
734	0.05134234983	0.105018148
735	0.05112740696	0.1046435823
736	0.05096259499	0.104216774
737	0.05084745375	0.1039429818
738	0.0507911169	0.1037128132
739	0.05073776341	0.1035582283
740	0.05059320131	0.1032910291
741	0.05044623059	0.1030431717
742	0.05032162406	0.1028447659
743	0.05031576597	0.1027257447
744	0.05025893711	0.1025833255
745	0.05016745845	0.1023691282
746	0.05000029272	0.1020751723
747	0.04990462496	0.1018833896
748	0.04978666982	0.1017098625
749	0.04968890608	0.1013540522
750	0.04959290247	0.101150445
751	0.0495611055	0.1011037414
752	0.04933274045	0.1006949089
753	0.04919120566	0.1004338535
754	0.04914621485	0.1002478943
755	0.04911419191	0.1001728474
756	0.04903474028	0.09999060181
757	0.04879363234	0.09950840486
758	0.04870222191	0.09930864721
759	0.04864792255	0.09906366649
760	0.04848296242	0.09870281601
761	0.0483711557	0.09844476206
762	0.04821055452	0.09813987691
763	0.04816498098	0.09804974864
764	0.04801029739	0.09773431708
765	0.0478791512	0.097482909
766	0.04775126671	0.09727639495
767	0.04759527624	0.09690382138
768	0.04744229667	0.09667040126
769	0.04735545067	0.09649610281
770	0.04731540594	0.09615904422
771	0.04722201234	0.09590032937
772	0.04709044272	0.09567361371
773	0.04699307804	0.09541375395
774	0.04683933421	0.09510433505
775	0.04669373104	0.09469433114
776	0.0465183643	0.09438428036
777	0.04647703653	0.09426858318
778	0.04632680286	0.09403946637
779	0.04625587881	0.09382204953
780	0.04617128141	0.09366621311
781	0.04612597601	0.09353596979
782	0.04603275637	0.09325632519
783	0.04598216355	0.09311098488
784	0.04583619007	0.09280551522
785	0.04568673899	0.09256204641
786	0.04555558092	0.09223744993
787	0.04544620992	0.09195164948
788	0.04532470545	0.09171583784
789	0.04517310709	0.09150079304
790	0.04511615771	0.09136534161
791	0.04502519411	0.09116188957
792	0.04496177	0.09096532357
793	0.04489671406	0.09067287601
794	0.04476789423	0.09041118532
795	0.04470910629	0.09027960287
796	0.04457765205	0.09006499175
797	0.04444475876	0.08976454272
798	0.04442013233	0.08967822983
799	0.04435236978	0.08955257639
800	0.04425735579	0.089339298
801	0.04416095211	0.08910677506
802	0.04405199044	0.08896177087
803	0.04401376419	0.08880828625
804	0.04390735901	0.08852020512
805	0.04369648336	0.08817687485
806	0.04367325064	0.08812487128
807	0.04356237297	0.08792704673
808	0.04344979424	0.08773202678
809	0.04339420681	0.08748422852
810	0.04331819928	0.08731823062
811	0.04318481239	0.08707267297
812	0.04311419476	0.08691971001
813	0.04299020089	0.08676393538
814	0.0428981142	0.08653482409
815	0.0428432727	0.08628189382
816	0.04276815919	0.08606701983
817	0.04266917393	0.08586264996
818	0.04264921599	0.08569234274
819	0.04251869695	0.08556799042
820	0.0424679239	0.08538875562
821	0.04240161748	0.08524056026
822	0.04233471859	0.08503849017
823	0.04223342601	0.08485593334
824	0.04218600614	0.0846912835
825	0.04208637055	0.08448175034
826	0.04205468963	0.08435854381
827	0.04202959934	0.0842568868
828	0.04185356237	0.08396646664
829	0.04178349014	0.08378994273
830	0.04172324475	0.083646415
831	0.04164656881	0.08349664062
832	0.04156210457	0.08335053605
833	0.04151754755	0.08319889048
834	0.04137079972	0.08288831455
835	0.04129761807	0.08277786433
836	0.04124119245	0.08264642158
837	0.04117166343	0.08253399635
838	0.04105728325	0.08239779993
839	0.04094930715	0.08221188418
840	0.040794361	0.08191848466
841	0.04068526995	0.0816282728
842	0.04061708552	0.08147071633
843	0.04055738202	0.08138402719
844	0.04052541557	0.08130688362
845	0.04044403133	0.08117600491
846	0.04043742961	0.08100406901
847	0.04038286948	0.08085883405
848	0.04030401342	0.08059866911
849	0.04021505698	0.08041350005
850	0.04017201399	0.08024363686
851	0.04005115571	0.0798926875
852	0.03997357707	0.07965835399
853	0.03986515079	0.07942474245
854	0.03977296328	0.07922042547
855	0.03965005586	0.07903988778
856	0.03943585628	0.07863823887
857	0.03936596846	0.07851761087
858	0.03923518296	0.07825211873
859	0.03911628909	0.07807280862
860	0.03904342016	0.07787433783
861	0.03892734636	0.07761292398
862	0.03887568314	0.0775170003
863	0.03880718156	0.07737862718
864	0.03874912953	0.07726259016
865	0.03871304361	0.07709644408
866	0.03856058437	0.07690773935
867	0.03848982997	0.0767459553
868	0.03835410701	0.07649260446
869	0.03825066812	0.07617331673
870	0.03817120235	0.07598831998
871	0.03807609089	0.0757823826
872	0.03801077706	0.07546375361
873	0.03792691327	0.07525339493
874	0.03784053177	0.07512564591
875	0.03768934101	0.07486486602
876	0.03762654761	0.07480157161
877	0.03754621513	0.07463577859
878	0.03746400504	0.0744444801
879	0.03734904607	0.07423404901
880	0.03725637786	0.07411035876
881	0.0371750438	0.07390626378
882	0.03709314675	0.07379179996
883	0.03701734182	0.07360979676
884	0.03691960556	0.07339133446
885	0.03682500802	0.07320296895
886	0.03679080415	0.07311885485
887	0.03664380176	0.07286025466
888	0.03653591223	0.07260781766
889	0.03641549096	0.07244181982
890	0.03634083339	0.0722563797
